2025-02-10 11:50:44 - Logger initialized successfully.
2025-02-10 11:50:44 - Initializing CarRacing-v2 environment in render mode...
2025-02-10 11:50:44 - Environment initialized successfully.
2025-02-10 11:50:44 - Loading trained model from trained agents/ppo_CarRacing-v2_2025-02-09_16-01-58_reward_205.00.zip...
2025-02-10 11:50:45 - ✅ Model loaded successfully.
2025-02-10 11:50:45 - Starting simulation...
2025-02-10 11:50:45 - Action taken: [1. 0. 0.], Reward: 6.289776357827477, Done: False, Truncated: False
2025-02-10 11:50:47 - Action taken: [0.11737625 1.         0.        ], Reward: 3.094888178913738, Done: False, Truncated: False
2025-02-10 11:50:47 - Action taken: [0.6811384 1.        0.       ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:50:47 - Action taken: [-0.9181129  1.         0.       ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:50:47 - Action taken: [-0.09904486  1.          0.        ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:50:47 - Action taken: [0.02419665 1.         0.        ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:50:47 - Action taken: [0.16722924 1.         0.        ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:50:47 - Action taken: [0.12135179 1.         0.        ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:50:47 - Action taken: [-0.643358  1.        0.      ], Reward: 3.094888178913738, Done: False, Truncated: False
2025-02-10 11:50:47 - Action taken: [-0.24060592  0.86350846  0.        ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [-0.23021993  1.          0.        ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [0.70177895 1.         0.        ], Reward: 3.0948881789137364, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [-0.18846731  1.          0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [0.30332565 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [0.7873845 1.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [1. 1. 0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [-0.38968143  1.          0.        ], Reward: 3.094888178913738, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [1. 1. 0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [0.06801015 1.         0.54984593], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [0.436256 1.       0.      ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [0.8779733 1.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [-0.73606384  1.          0.0486778 ], Reward: 3.094888178913738, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [1.        0.8993947 0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [0.6348667 1.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [-1.        0.684646  0.      ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [-1.  1.  0.], Reward: 3.094888178913738, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [0.14080866 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [-0.28655446  1.          0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [-0.13149995  0.41398227  0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [0.03860468 1.         0.29827464], Reward: 3.094888178913738, Done: False, Truncated: False
2025-02-10 11:50:48 - Action taken: [-0.20767583  1.          0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [0.8277595 1.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [-0.00698879  1.          0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [0.8455051  1.         0.17130783], Reward: 3.094888178913738, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [0.5498736 1.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [-0.4949935  0.6290842  0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [0.44017553 1.         0.        ], Reward: 3.094888178913738, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [0.53131783 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [-0.575535  1.        0.      ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [-1.  1.  0.], Reward: 3.0948881789137346, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [-1.          1.          0.13503027], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [-1.  1.  0.], Reward: 3.0948881789137346, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [-1.  0.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [-0.9484156  0.7731955  0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [0.29233208 1.         0.        ], Reward: 3.0948881789137346, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [1. 1. 0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [0.00816262 0.7546538  0.05476531], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [1.         0.96844685 0.        ], Reward: 3.0948881789137346, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [0.44266665 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [0.9702158 1.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [-0.3353191  1.         0.       ], Reward: 3.0948881789137346, Done: False, Truncated: False
2025-02-10 11:50:49 - Action taken: [0.399915 1.       0.      ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [-0.0059745   0.00148022  0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [-0.76482534  1.          0.        ], Reward: 3.0948881789137346, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [-1.  1.  0.], Reward: 3.0948881789137346, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [-0.87762356  0.8853699   0.        ], Reward: 3.0948881789137346, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [-0.54615855  1.          0.        ], Reward: 3.0948881789137346, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [0.6425334 1.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [-0.9112414  1.         0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [0.02048796 1.         0.        ], Reward: 3.0948881789137346, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [-0.33153272  0.1446898   0.05275652], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [0.9500627  1.         0.24345249], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [0.27407062 1.         0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [-0.14303192  0.          0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [-0.39785522  1.          0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [-0.31978387  0.6704974   0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [0.33727205 0.3547085  0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [1. 1. 0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [-0.5098905  0.7307826  0.2783676], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [0.9677244 0.9560126 0.7822546], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [1.         1.         0.46469942], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [1. 1. 0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [0.40243676 1.         0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:50 - Action taken: [0.62210417 1.         0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-0.5474945  1.         0.       ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [1.         1.         0.07437223], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [0.21169358 1.         0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [0.18036889 1.         0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-0.50333023  1.          0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-0.9813951  1.         0.       ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [0.8283482 1.        0.2723258], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [0.88754666 0.17233014 0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-0.06134349  1.          0.21885747], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [0.15800378 1.         0.08109316], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [0.37616456 1.         0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-1.  1.  0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-0.2295636  1.         0.       ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [0.4936891 0.4225273 0.       ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [0.6515564  0.86756855 0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-0.4785577  1.         0.271537 ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:51 - Action taken: [-0.10047454  1.          0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [0.33148432 1.         0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [0.8194158 1.        0.       ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [-0.53905594  1.          0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [1. 1. 0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [1. 1. 0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [1. 1. 0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [1. 1. 0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [0.69268626 0.6850507  0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [-0.06470865  1.          0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [0.5756043 1.        0.       ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [0.9809727 1.        0.       ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [-1.  1.  0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [-0.87077546  1.          0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [-1.  1.  0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [-0.5754597  1.         0.       ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [-0.4176427  1.         0.       ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [-0.88282824  1.          0.12618786], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:52 - Action taken: [1. 1. 0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [1. 1. 0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [-0.74672186  0.85043204  0.03341192], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [0.2121914 1.        0.       ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [0.9251088 1.        0.       ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [0.55634 1.      0.     ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [0.591631   0.31054688 0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [1.         1.         0.30835384], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [0.31521797 1.         0.28094417], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [1. 1. 0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [0.49610445 1.         0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [-0.13933726  1.          0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [0.05284199 1.         0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [0.13456568 1.         0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [0.5395165  1.         0.03297639], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [-1.  1.  0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [-0.73945946  1.          0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [-1.  1.  0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [-1.  1.  0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [-0.33388683  1.          0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [1. 1. 0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:53 - Action taken: [0.5841996 1.        0.       ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [1. 1. 0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-0.1698077  1.         0.       ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-0.5992396  1.         0.       ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [1. 1. 0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-0.996338  1.        0.      ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [0.86493653 1.         0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [1. 1. 0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [1.        0.6810566 0.       ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-0.63392854  0.          0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [0.49170223 0.27851748 0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [0.00956403 1.         0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-1.  1.  0.], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-0.91203916  0.6093426   0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-0.33900908  0.87327415  0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-0.24091089  0.6153104   0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-0.06621034  1.          0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [0.48809588 1.         0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [0.28367132 1.         0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:54 - Action taken: [-0.27904183  1.          0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [-1.         0.8802823  0.       ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [0.3296989 1.        0.       ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [1.        1.        0.7722311], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [0.9590437  0.19205105 0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [-0.6435429  1.         0.       ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [0.22440408 1.         0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [0.03734352 1.         0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [-0.05350372  1.          0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [-0.75658286  0.87410635  0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [0.00286615 0.9883242  0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [1. 0. 0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [0.7047549  0.09484482 0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [-0.26968586  1.          0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [1.         0.75315815 0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [1.        0.7858872 0.       ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [1.         0.8266356  0.09309882], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [0.20320827 1.         0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [0.5885546  1.         0.12371564], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [0.71292037 1.         0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [-0.49219966  1.          0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:55 - Action taken: [-1.  1.  0.], Reward: -0.09999999999999432, Done: False, Truncated: False
2025-02-10 11:50:56 - Action taken: [-0.13201427  1.          0.        ], Reward: 3.094888178913749, Done: False, Truncated: False
2025-02-10 11:50:56 - Action taken: [-0.57835966  1.          0.        ], Reward: -0.09999999999999432, Done: False, Truncated: False
